"id","fqdn/ip","port","severity","finding","cve","cwe"
"cert_serialNumber","www.iut-evry.fr/213.186.33.24","443","INFO","064DD596C1C7007E3352FDC126730AB78672","",""
"cert_serialNumberLen","www.iut-evry.fr/213.186.33.24","443","INFO","18","",""
"cert_fingerprintSHA1","www.iut-evry.fr/213.186.33.24","443","INFO","1E9CE3968BF512480C2668E1CD14A21883CE618D","",""
"cert_fingerprintSHA256","www.iut-evry.fr/213.186.33.24","443","INFO","4BF58818E3790D93205B1715D561B1B52EEC4A4B8A3D356478C14C0F6971D572","",""
"cert","www.iut-evry.fr/213.186.33.24","443","INFO","-----BEGIN CERTIFICATE-----\nMIIDizCCAxGgAwIBAgISBk3VlsHHAH4zUv3BJnMKt4ZyMAoGCCqGSM49BAMDMDIxCzAJBgNVBAYTAlVTMRYwFAYDVQQKEw1MZXQncyBFbmNyeXB0MQswCQYDVQQDEwJFNzAeFw0yNTEyMTMyMTI1MDVaFw0yNjAzMTMyMTI1MDRaMBoxGDAWBgNVBAMTD3d3dy5pdXQtZXZyeS5mcjBZMBMGByqGSM49AgEGCCqGSM49AwEHA0IABBYVpZ30x6IHwoboo+j+om83TyE9X69szMZu7/HYqiAgqFrJRtPmn0NBNXV78sRhYmtvzMGxt0Z+DnjCEdvCT6mjggIdMIICGTAOBgNVHQ8BAf8EBAMCB4AwHQYDVR0lBBYwFAYIKwYBBQUHAwEGCCsGAQUFBwMCMAwGA1UdEwEB/wQCMAAwHQYDVR0OBBYEFMiYEwDZ2nu4jM6uWIc8uOtAoUeSMB8GA1UdIwQYMBaAFK5IntyHHUSgb9qi5WB0BHjCnACAMDIGCCsGAQUFBwEBBCYwJDAiBggrBgEFBQcwAoYWaHR0cDovL2U3LmkubGVuY3Iub3JnLzAaBgNVHREEEzARgg93d3cuaXV0LWV2cnkuZnIwEwYDVR0gBAwwCjAIBgZngQwBAgEwLgYDVR0fBCcwJTAjoCGgH4YdaHR0cDovL2U3LmMubGVuY3Iub3JnLzExNS5jcmwwggEDBgorBgEEAdZ5AgQCBIH0BIHxAO8AdQDLOPcViXyEoURfW8Hd+8lu8ppZzUcKaQWFsMsUwxRY5wAAAZsZz+uOAAAEAwBGMEQCIBL/xCU/5R8zkuE6hELhcFWUgyMUZGZ0FJG1EUR8ue9lAiARXXbW9EanEVy9dOqnGzOXk9/ft2eUh4YIGPOO+24tPAB2AA5XlLzzrqk+MxssmQez95Dfm8I9cTIl3SGpJaxhxU4hAAABmxnP64IAAAQDAEcwRQIhAMs/3B7SohXAB5yCOlUBWTzYVTMA4F2Re2F95+dPGBefAiBhmEP1Pfqiv+j/PMkYC2uWr/oEDJ9nr4gpmlUV4hgjnTAKBggqhkjOPQQDAwNoADBlAjEA55boV3mvWFeSX018yjqBVqWTGxmTQUHc5D7PU5thKwNdZu65DKxxhju9+qxXztKdAjBMbx45dQeRUt0TO760VlXHfHRUBP6Y8tZ/UfDHmsIsAM58pVQ5JN4tMsSBvQxAU3M=\n-----END CERTIFICATE-----","",""
"cert_commonName","www.iut-evry.fr/213.186.33.24","443","OK","www.iut-evry.fr","",""
"cert_commonName_wo_SNI","www.iut-evry.fr/213.186.33.24","443","INFO","cluster113.hosting.ovh.net","",""
"cert_subjectAltName","www.iut-evry.fr/213.186.33.24","443","INFO","www.iut-evry.fr","",""
"cert_trust","www.iut-evry.fr/213.186.33.24","443","OK","Ok via SAN and CN (SNI mandatory)","",""
"cert_chain_of_trust","www.iut-evry.fr/213.186.33.24","443","OK","passed.","",""
"cert_certificatePolicies_EV","www.iut-evry.fr/213.186.33.24","443","INFO","no","",""
"cert_expirationStatus","www.iut-evry.fr/213.186.33.24","443","OK","75 >= 30 days","",""
"cert_notBefore","www.iut-evry.fr/213.186.33.24","443","INFO","2025-12-13 21:25","",""
"cert_notAfter","www.iut-evry.fr/213.186.33.24","443","OK","2026-03-13 21:25","",""
"cert_extlifeSpan","www.iut-evry.fr/213.186.33.24","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS","www.iut-evry.fr/213.186.33.24","443","INFO","not present","",""
"cert_crlDistributionPoints","www.iut-evry.fr/213.186.33.24","443","INFO","http://e7.c.lencr.org/115.crl","",""
"cert_ocspURL","www.iut-evry.fr/213.186.33.24","443","INFO","--","",""
"OCSP_stapling","www.iut-evry.fr/213.186.33.24","443","INFO","not offered","",""
"cert_mustStapleExtension","www.iut-evry.fr/213.186.33.24","443","INFO","--","",""
"DNS_CAArecord","www.iut-evry.fr/213.186.33.24","443","LOW","--","",""
"certificate_transparency","www.iut-evry.fr/213.186.33.24","443","OK","yes (certificate extension)","",""
"certs_countServer","www.iut-evry.fr/213.186.33.24","443","INFO","2","",""
"certs_list_ordering_problem","www.iut-evry.fr/213.186.33.24","443","INFO","no","",""
"cert_caIssuers","www.iut-evry.fr/213.186.33.24","443","INFO","E7 (Let's Encrypt from US)","",""
"intermediate_cert <#1>","www.iut-evry.fr/213.186.33.24","443","INFO","-----BEGIN CERTIFICATE-----\nMIIEVzCCAj+gAwIBAgIRAKp18eYrjwoiCWbTi7/UuqEwDQYJKoZIhvcNAQELBQAwTzELMAkGA1UEBhMCVVMxKTAnBgNVBAoTIEludGVybmV0IFNlY3VyaXR5IFJlc2VhcmNoIEdyb3VwMRUwEwYDVQQDEwxJU1JHIFJvb3QgWDEwHhcNMjQwMzEzMDAwMDAwWhcNMjcwMzEyMjM1OTU5WjAyMQswCQYDVQQGEwJVUzEWMBQGA1UEChMNTGV0J3MgRW5jcnlwdDELMAkGA1UEAxMCRTcwdjAQBgcqhkjOPQIBBgUrgQQAIgNiAARB6ASTCFh/vjcwDMCgQer+VtqEkz7JANurZxLP+U9TCeioL6sp5Z8VRvRbYk4P1INBmbefQHJFHCxcSjKmwtvGBWpl/9ra8HW0QDsUaJW2qOJqceJ0ZVFT3hbUHifBM/2jgfgwgfUwDgYDVR0PAQH/BAQDAgGGMB0GA1UdJQQWMBQGCCsGAQUFBwMCBggrBgEFBQcDATASBgNVHRMBAf8ECDAGAQH/AgEAMB0GA1UdDgQWBBSuSJ7chx1EoG/aouVgdAR4wpwAgDAfBgNVHSMEGDAWgBR5tFnme7bl5AFzgAiIyBpY9umbbjAyBggrBgEFBQcBAQQmMCQwIgYIKwYBBQUHMAKGFmh0dHA6Ly94MS5pLmxlbmNyLm9yZy8wEwYDVR0gBAwwCjAIBgZngQwBAgEwJwYDVR0fBCAwHjAcoBqgGIYWaHR0cDovL3gxLmMubGVuY3Iub3JnLzANBgkqhkiG9w0BAQsFAAOCAgEAjx66fDdLk5ywFn3CzA1w1qfylHUDaEf0QZpXcJseddJGSfbUUOvbNR9N/QQ16K1lXl4VFyhmGXDT5Kdfcr0RvIIVrNxFh4lqHtRRCP6RBRstqbZ2zURgqakn/Xip0iaQL0IdfHBZr396FgknniRYFckKORPGyM3QKnd66gtMst8I5nkRQlAg/Jb+Gc3egIvuGKWboE1G89NTsN9LTDD3PLj0dUMrOIuqVjLB8pEC6yk9enrlrqjXQgkLEYhXzq7dLafv5Vkig6Gl0nuuqjqfp0Q1bi1oyVNAlXe6aUXw92CcghC9bNsKEO1+M52YY5+ofIXlS/SEQbvVYYBLZ5yeiglV6t3SM6H+vTG0aP9YHzLn/KVOHzGQfXDP7qM5tkf+7diZe7o2fw6O7IvN6fsQXEQQj8TJUXJxv2/uJhcuy/tSDgXwHM8Uk34WNbRT7zGTGkQRX0gsbjAea/jYAoWv0ZvQRwpqPe79D/i7Cep8qWnA+7AE/3B3S/3dEEYmc0lpe1366A/6GEgk3ktr9PEoQrLChs6Itu3wnNLB2euC8IKGLQFpGtOO/2/hiAKjyajaBP25w1jF0Wl8Bbqne3uZ2q1GyPFJYRmT7/OXpmOH/FVLtwS+8ng1cAmpCujPwteJZNcDG0sF2n/sc0+SQf49fdyUK0ty+VUwFj9tmWxyR/M=\n-----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#1>","www.iut-evry.fr/213.186.33.24","443","INFO","AEB1FD7410E83BC96F5DA3C6A7C2C1BB836D1FA5CB86E708515890E428A8770B","",""
"intermediate_cert_notBefore <#1>","www.iut-evry.fr/213.186.33.24","443","INFO","2024-03-13 00:00","",""
"intermediate_cert_notAfter <#1>","www.iut-evry.fr/213.186.33.24","443","OK","2027-03-12 23:59","",""
"intermediate_cert_expiration <#1>","www.iut-evry.fr/213.186.33.24","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#1>","www.iut-evry.fr/213.186.33.24","443","INFO","E7 <-- ISRG Root X1","",""
"intermediate_cert_badOCSP","www.iut-evry.fr/213.186.33.24","443","OK","intermediate certificate(s) is/are ok","",""
"HTTP_status_code","www.iut-evry.fr/213.186.33.24","443","INFO","200 OK ('/')","",""
"HTTP_clock_skew","www.iut-evry.fr/213.186.33.24","443","INFO","0 seconds from localtime","",""
"HTTP_headerTime","www.iut-evry.fr/213.186.33.24","443","INFO","1766885110","",""
"HSTS","www.iut-evry.fr/213.186.33.24","443","LOW","not offered","",""
"HPKP","www.iut-evry.fr/213.186.33.24","443","INFO","No support for HTTP Public Key Pinning","",""
"banner_server","www.iut-evry.fr/213.186.33.24","443","INFO","OVHcloud","",""
"banner_application","www.iut-evry.fr/213.186.33.24","443","INFO","X-Powered-By: PHP/8.2","",""
"cookie_count","www.iut-evry.fr/213.186.33.24","443","INFO","0 at '/'","",""
"security_headers","www.iut-evry.fr/213.186.33.24","443","MEDIUM","--","",""
"banner_reverseproxy","www.iut-evry.fr/213.186.33.24","443","INFO","--","","CWE-200"
"heartbleed","www.iut-evry.fr/213.186.33.24","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","www.iut-evry.fr/213.186.33.24","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","www.iut-evry.fr/213.186.33.24","443","OK","no session ticket extension","CVE-2016-9244","CWE-200"
"ROBOT","www.iut-evry.fr/213.186.33.24","443","OK","not vulnerable, no RSA key transport cipher","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","www.iut-evry.fr/213.186.33.24","443","OK","supported","","CWE-310"
"secure_client_renego","www.iut-evry.fr/213.186.33.24","443","OK","not vulnerable","CVE-2011-1473","CWE-310"
"CRIME_TLS","www.iut-evry.fr/213.186.33.24","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","www.iut-evry.fr/213.186.33.24","443","MEDIUM","potentially VULNERABLE, gzip HTTP compression detected  - only supplied '/' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","www.iut-evry.fr/213.186.33.24","443","OK","not vulnerable, no SSLv3","CVE-2014-3566","CWE-310"
"fallback_SCSV","www.iut-evry.fr/213.186.33.24","443","OK","no protocol below TLS 1.2 offered","",""
"SWEET32","www.iut-evry.fr/213.186.33.24","443","OK","not vulnerable","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","www.iut-evry.fr/213.186.33.24","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","www.iut-evry.fr/213.186.33.24","443","OK","not vulnerable on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN_hint","www.iut-evry.fr/213.186.33.24","443","INFO","no RSA certificate, can't be used with SSLv2 elsewhere","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","www.iut-evry.fr/213.186.33.24","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","www.iut-evry.fr/213.186.33.24","443","OK","no DH key with <= TLS 1.2","CVE-2015-4000","CWE-310"
"BEAST","www.iut-evry.fr/213.186.33.24","443","OK","not vulnerable, no SSL3 or TLS1","CVE-2011-3389","CWE-20"
"LUCKY13","www.iut-evry.fr/213.186.33.24","443","LOW","potentially vulnerable, uses obsolete TLS CBC ciphers","CVE-2013-0169","CWE-310"
"winshock","www.iut-evry.fr/213.186.33.24","443","OK","not vulnerable","CVE-2014-6321","CWE-94"
"RC4","www.iut-evry.fr/213.186.33.24","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"clientsimulation-android_70","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.2 ECDHE-ECDSA-AES256-GCM-SHA384","",""
"clientsimulation-android_81","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.2 ECDHE-ECDSA-AES256-GCM-SHA384","",""
"clientsimulation-android_90","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_X","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_11_12","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_13_14","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_15","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-chrome_101_win10","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-chromium_137_win11","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-firefox_100_win10","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-firefox_137_win11","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-ie_8_win7","www.iut-evry.fr/213.186.33.24","443","INFO","No connection","",""
"clientsimulation-ie_11_win7","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.2 ECDHE-ECDSA-AES256-GCM-SHA384","",""
"clientsimulation-ie_11_win81","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.2 ECDHE-ECDSA-AES256-GCM-SHA384","",""
"clientsimulation-ie_11_winphone81","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.2 ECDHE-ECDSA-AES256-GCM-SHA384","",""
"clientsimulation-ie_11_win10","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.2 ECDHE-ECDSA-AES256-GCM-SHA384","",""
"clientsimulation-edge_15_win10","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.2 ECDHE-ECDSA-AES256-GCM-SHA384","",""
"clientsimulation-edge_101_win10_21h2","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-edge_133_win11_23h2","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-safari_184_ios_184","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-safari_154_osx_1231","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-safari_184_osx_154","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-java_7u25","www.iut-evry.fr/213.186.33.24","443","INFO","No connection","",""
"clientsimulation-java_80442","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-java_1102","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-java_1703","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-java_2106","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-go_1178","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-libressl_336","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_CHACHA20_POLY1305_SHA256","",""
"clientsimulation-openssl_102e","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.2 ECDHE-ECDSA-AES256-GCM-SHA384","",""
"clientsimulation-openssl_111d","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-openssl_315","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-openssl_350","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-apple_mail_16_0","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.2 ECDHE-ECDSA-AES256-GCM-SHA384","",""
"clientsimulation-thunderbird_91_9","www.iut-evry.fr/213.186.33.24","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"rating_spec","www.iut-evry.fr/213.186.33.24","443","INFO","SSL Labs's 'SSL Server Rating Guide' (version 2009r from 2025-05-16)","",""
"rating_doc","www.iut-evry.fr/213.186.33.24","443","INFO","https://github.com/ssllabs/research/wiki/SSL-Server-Rating-Guide","",""
"protocol_support_score","www.iut-evry.fr/213.186.33.24","443","INFO","100","",""
"protocol_support_score_weighted","www.iut-evry.fr/213.186.33.24","443","INFO","30","",""
"key_exchange_score","www.iut-evry.fr/213.186.33.24","443","INFO","100","",""
"key_exchange_score_weighted","www.iut-evry.fr/213.186.33.24","443","INFO","30","",""
"cipher_strength_score","www.iut-evry.fr/213.186.33.24","443","INFO","60","",""
"cipher_strength_score_weighted","www.iut-evry.fr/213.186.33.24","443","INFO","24","",""
"final_score","www.iut-evry.fr/213.186.33.24","443","INFO","84","",""
"overall_grade","www.iut-evry.fr/213.186.33.24","443","OK","A+","",""
